English,Hindi,Original
"Mr Alderson, from Keighley, added: ""We were scared that she might fall but she stayed there.""","श्री अल्नासन ने कहा: ""हमें डर लग रहा था कि वह गिर सकती है लेकिन वह वहीं रुक सकती है।""","कीगली से मि. एल्डरसन ने यह भी कहाः ""हमें डर था कि वह गिर सकती है, लेकिन वह वहीं पर रही।"""
The firefighters were brilliant.,अग्नि सेना शानदार थी।,अग्निशामक दल ने बहुत शानदार कार्य किया।
I just can't believe where she was.,मुझे विश्वास नहीं हो रहा है कि वह कहाँ थी।,मुझे विश्वास नहीं होता कि वह वहां पर कैसे पहुंची।
Mick Jagger says he never hit on Katy Perry when she was 18.,"मुगल कहते हैं कि जब वह 18 साल की थी, तब वह कटी से कभी नहीं टकराता था।","मिक जैगर का कहना है कि जब कैटी पेरी 18 वर्ष की थीं, तो उन्होंने उस पर प्रहार नहीं किया"
"During an interview with an Australian radio show this week, the pop star said she sang backing vocals for Jagger's 2004 song ""Old Habits Die Hard.""","एक ऑस्ट्रेलियाियन रेडियो शो के साथ एक साक्षात्कार के दौरान, पॉप स्टार ने कहा कि उन्होंने गुजरात गीत के लिए समर्थन वाद्य गा रहे हैं """"त्‍व्‍य उचक""""""""""""""""""""""""""""","इस सप्ताह ऑस्ट्रेलियाई रेडियो शो के साथ एक साक्षात्कार के दौरान पॉन स्टार ने कहा कि उन्होंने जैगर के वर्ष 2004 के गाने ""ओल्ड हैबिट्स डाई हार्ड"" के लिए बैकिंग वोकल्स गाये थे।"
"Perry said she had dinner with the veteran rocker and that ""he hit on me when I was 18.""","वह 18 साल की थी, जब मैं 18 साल की थी, तब उन्होंने कहा कि वह अनुभवी रॉकर के साथ भोजन कर रही थी।","पेरी ने कहा कि उन्होंने वरिष्ठ रॉकर के साथ डिनर किया था, तथा ‘जब मैं 18 वर्ष की थी, तो उन्होंने मुझ पर प्रहार किया।"""
"She added, ""That was a long time ago, and he's been very kind.""","उन्होंने कहा, ""यह एक लंबे समय पहले की बात है, और वह बहुत दया कर रहा है।""","उन्होंने कहा कि ""यह बात पुरानी हो गई, और वह मेरे साथ अच्छा व्यवहार करते हैं।"""
"In a statement Thursday, a representative for Jagger, 70, says he ""categorically denies that he has ever made a pass at Katy Perry.""","जप, 70 के लिए एक प्रतिनिधि, जैनी ने कहा, """"""""""""""इन्‍य रूप से अविश्‍वास करते हैं कि उन्होंने कतत्‍थाडिया में कभी पारित किया है।""","70 वर्षीय जैगर के प्रतिनिधि ने गुरूवार को एक कथन में कहा कि वह ""कैटी पैरी पर कभी भी प्रहार करने के बारे में स्पष्ट रूप से इंकार करते हैं।"""
"The rep adds: ""Perhaps she is confusing him with someone else.""","पुनप आगे कहता है: ""शायद वह उसे किसी और के साथ परेशान कर रही है।""","प्रतिनिधि ने यह भी कहाः  ""संभवतः पैरी, किसी अन्य व्यक्ति की गलतफहमी में उनके बारे में कह रही हैं"""
Perry was one of the singers to make a guest appearance on the Rolling Stones' tour this year.,इस साल पत्थरों की रोलिंग पर एक मेहमान का रूप बनाने के लिए पुस्तिका गायकों में से एक थी।,पैरी इस वर्ष रोलिंग स्टोन के टूअर पर मेहमान के रूप में आने वाली गायिकाओं में से एक थीं।
"Her new album, ""Prism,"" debuted at No. 1 this week.","उनका नया एलबम, ""पृत्‍यवाद,"" एन. 1 इस सप्ताह।","उनका नया एलबम ""प्रिज्म"" इस सप्ताह शीर्ष स्थान पर पहुंच गया।"
George Kerevan: Europe break-up gives Scots choice,जॉर्ज करवान: यूरोप ब्रेक-अप को विकल्प देता है,जॉर्ज केरेवनः यूरो विघटन ने स्कॉट्स को विकल्प दिया
"Another day, another independence scare story.","एक और दिन, एक और स्वतंत्रता की कहानी।","एक और दिन, स्वतंत्रता के डर की एक और कहानी"
This time we are warned that an independent Scotland would be required to join the Europe-wide free-travel zone as a condition of EU membership.,इस बार हमें आगाह किया जाता है कि यूरोप-पूरी दुनिया में मुफ्त गृह क्षेत्र में ईयू सदस्यता की स्थिति के रूप में शामिल होने के लिए एक स्वतंत्र बाघ की आवश्यकता होगी।,इस बार हमें चेतावनी दी गई है कि ई.यू. की सदस्यता की शर्त के रूप में पूरे यूरोप में स्वतंत्र यात्रा क्षेत्र के रूप में शामिल होने के लिए स्वतंत्र स्कॉटलैंड की आवश्यकता होगी।
Cue stories about passport controls at Berwick and a barbed wire border along Hadrian's Wall.,पासपोर्ट नियंत्रण के बारे में सांकेतिक कहानियों का नियंत्रण बीवरक में है और आमान की दीवार के साथ एक पट्टीदार तार सीमा है।,बरविक पर पासपोर्ट नियंत्रण तथा हैड्रियन की दीवारों पर कंटीले तार की सीमा के बारे में कहानियों का संकेत देते हैं।
"True, the Strathclyde paper pointed out the possible economic benefits of freer movement with the rest of Europe, though - predictably - that did not figure in the headlines.","यह सच है कि रणनीतिक कागज ने बाकी यूरोप के साथ मुफ्त आंदोलन के संभावित आर्थिक लाभों को स्पष्ट रूप से बताया, हालाँकि यह समाचार पत्रों में आकृति नहीं थी।","सत्य है कि स्ट्रैथक्लाइड पेपर ने शेष यूरोप के साथ स्वतंत्र आवागमन के संभावित आर्थिक लाभों के बारे में वर्णन किया, यद्यपि - पूर्वानुमानित रूप से - हेडलाइन्स में इसका वर्णन नहीं हुआ।"
Nor did anyone point out that the EU member states spend much of their time bending their formal rules if it suits them.,"ना ही किसी ने यह बताया कि ईयू सदस्य ने अपने अधिकांश समय अपने औपचारिक नियमों पर जोर दिया है, अगर वह उन्हें नियंत्रित करता है तो अपने समय का अधिकांश खर्च किया।",न ही किसी ने वर्णन किया कि ई.यू. सदस्य अपना अधिकांश समय अपने औपचारिक नियमों को अपनी आवश्यकतानुसार बदलने में व्यतीत करते हैं।
"Since Scotland isn't in the Schengen area now, continued non-compliance would be a cheap concession for Brussels to offer up in return for whatever it really wanted out of the Scots.","क्योंकि अबसेसेन क्षेत्र में नहीं है, अब लगातार गैर-कानूनीता को वापस आने के लिए वापस आने के लिए नुकसान होगा क्योंकि यह वास्तव में मुद्राओं से बाहर की कामना करता था।","चूंकि अब स्कॉटलैंड शेंगेन क्षेत्र नहीं है, इसलिए ब्रसेल्स वास्तव में स्कॉटलैंड से जो भी चाहता है, उसे प्राप्त करने के बदले में सतत गैर-अनुपालन ब्रसेल्स के लिए सस्ती छूट होगी।"
"So, a non-story, then.","तो, तो, एक गैर ऐतिहासिक, तो।","इसलिए, फिर, अ-कहानी।"
"And one that is so long in the tooth it has become fossilised: I first heard the ""independence means passport controls"" canard at least 40 years ago.","और एक जो इतना लंबे समय से दाँत में है कि इसे सुनिश्चित किया गया है: मैंने पहली बार सुना कि ""नृत्‍य का अर्थ है पासपोर्ट नियंत्रण"" कम से कम 40 साल पहले।","और बात जो इतने लम्बे समय से फंसी है, वह जम गई है। सबसे पहले मैंने ""स्वतंत्रता का अर्थ है पासपोर्ट नियंत्रण"" बेबुनियाद खबर लगभग 40 वर्ष पहले सुनी थी।"
Yet there is an interesting point lost in this retelling of a whiskery old tale.,फिर भी पुरानी कहानी के इस पुनर्भाग में एक दिलचस्प मुद्दे खो दिया गया है।,फिर भी इस रोचक पुरानी कहानी को फिर से सुनाने में रोचक बिंदु खो गया।
"Why should an independent Scotland be expected to do Europe's bidding, anyway?","वैसे भी, यूरोप के आदेश का पालन करने की उम्मीद क्यों की जानी चाहिए?",वैसे भी स्वतंत्र स्कॉटलैंड से यूरोप की बिडिंग करने की अपेक्षा क्यों करनी चाहिए?
"Why trade London's yoke for that of Brussels, especially now?",विशेष रूप से अब लंदन का व्यापार का जूआ लंदन का जुआ क्यों है?,"लंदन के योक का ब्रसेल्स के लिए क्यों क्रय-विक्रय किया जाए, खास तौर पर अब?"
"Here is the real European news: the great, post-war plan to unite Europe has finally stalled.","यह वास्तविक यूरोपीय समाचार है: यूरोप को एक करने के लिए बड़े, युद्ध योजना ने अंततः कवर कर लिया है।","यहां वास्तविक यूरोपीय समाचार हैः यूरोप को संगठित करने की महान, युद्ध-पश्चात योजना अंततः रुक गई है।"
"With the euro crisis, Project Europe is officially dead.","यूरो संकट के साथ, परियोजना यूरोप आधिकारिक रूप से मरा हुआ है।","यूरो संकट के साथ, प्रोजेक्ट यूरोप आधिकारिक रूप से मृत हो चुकी है।"
"Across the EU, parties which are dedicated to opposing the EU, or to scrapping the euro as a common currency, are gaining ground.","एयू के पार, जो दल ईयू का विरोध करने के लिए समर्पित हैं, या एक सामान्य मुद्रा के रूप में चली जा रही है, जमीन हो रही है।",पूरे ई.यू. में ई.यू. का विरोध करने अथवा समान मुद्रा के रूप में यूरो बंद करने के लिए समर्पित दल मजबूती प्राप्त कर रहे हैं।
"Even in Germany, the Eurosceptic Alternative for Germany Party - founded only this year - came from nowhere to grab nearly five million votes in September's federal elections, thus effectively knocking the Free Democrats (equivalent to our own Lib Dems) out of the Bundestag.","यहाँ तक कि जर्मनी में भी, केवल इसी वर्ष की स्थापना हुई - सितंबर के संघीय चुनावों में लगभग पाँच लाख वोटों को पकड़ने के लिए कहीं से भी आया था, इस प्रकार मुफ्त डेमोटर्स (हमारे स्वयं के लिए भुगतान) को बंगाल से बाहर।","यहां तक कि जर्मनी में भी यूरोस्केप्टिल अल्टरनेटिव फॉर जर्मनी पार्टी ने - जिसकी स्थापना इस वर्ष ही हुई है - अचानक आकर सितम्बर के संघीय चुनाव में लगभग पचास लाख वोट प्राप्त किए, और इस प्रकार फ्री डेमोक्रेट्स (हमारे अपने लिब डेम्स के समतुल्य) को प्रभावी रूप से बुन्डेसटैग से बाहर किया।"
There has always been domestic opposition to the plan to create a federal Europe.,एक संघीय यूरोप बनाने की योजना के प्रति हमेशा घरेलू विरोध रहा है।,संघीय यूरोप का निर्माण करने की योजना का हमेशा ही घरेलू विरोध रहा है।
"However, the current economic crisis has proved a watershed.","हालांकि, वर्तमान आर्थिक संकट ने एक जलीय साबित किया है।","लेकिन, वर्तमान आर्थिक संकट आमूल परिवर्तनकारक साबित हुआ।"
"The austerity imposed by Berlin and the European Central Bank, coupled with the straitjacket imposed on national economies through adherence to the common currency, has led many people to think Project Europe has gone too far.","आम मुद्रा का पालन करने के माध्यम से राष्ट्रीय विधा के माध्यम से राष्ट्रीय विधा के माध्यम से बनाई गई विधाओं के साथ, कई लोगों ने इस बात पर विचार करने के लिए बहुत लोगों को प्रेरित किया है कि यूरोप बहुत दूर चला गया है।","बर्लिन और यूरोपियन सेन्ट्रल बैंक द्वारा लगाए गए कठोर नियमों के साथ ही, समान मुद्रा का अनुपालन करने के माध्यम से राष्ट्रीय अर्थव्यवस्थाओं पर लगाई गई बाधाओं के कारण बहुत लोगों को सोचना पड़ रहा है कि प्रोजेक्ट यूरोप बहुत दूर चला गया है।"
The crisis of the euro has little to do with national governments running excessive budget deficits - that was true only of Greece.,यह केवल यूनान का ही था कि देश सरकार को अत्यधिक बजट चलाने के लिए कुछ नहीं करना है।,राष्ट्रीय सरकारों के अत्यधिक बजट घाटे में यूरो के संकट की बहुत अधिक भूमिका नहीं थी - ऐसा केवल ग्रीस के मामले में सत्य था।
"Rather, the euro system locked in its members at exchange rates favourable to German exporters - something German politicians want to keep.","इसके बजाय, कुछ जर्मन नेता अपने सदस्यों के साथ बदले की दरों में बंद होते हैं - कुछ जर्मन नेताओं को बनाए रखना चाहते हैं।","बल्कि, यूरो प्रणाली ने इसके सदस्यों को जर्मन निर्यातकों के पक्ष में मुद्रा विनिमय दर को स्थिर कर दिया - ऐसी चीज जिसे जर्मन राजनीतिज्ञ बनाए रखना चाहते हैं।"
"Without the possibility of domestic currency devaluation, southern Europe finds itself with a built-in productivity disadvantage vis-à-vis Germany.","घरेलू मुद्राओं की संभावना के बिना, दक्षिणी यूरोप को एक निर्मित व्‍यवकारी नुकसान से अपने आप को मिल जाता है, जो-अन-विष्‍य-विस्‍तुत-व्‍य्‍य्‍य्‍य्‍य्‍यव्‍य्‍य्‍य्‍य्‍य है ।","घरेलू मुद्रा अवमूल्यन की संभावना के बिना, दक्षिणी यूरोप अपने आपको जर्मनी की तुलना में उत्पादकता के अंतर्निहित नुकसान वाली स्थिति में पाता है।"
The only recourse is to slash wages and public spending - spurred on by Berlin.,केवल शरण ही बर्लिन द्वारा आयोजित वेतन और सार्वजनिक खर्चों को कुचला जाता है।,एकमात्र उपाय है वेतन तथा सार्वजनिक व्यय को कम करना - जिसे बर्लिन द्वारा प्रोत्साहित किया गया है।
Beyond the current budget and currency problems lies a deeper European productivity malaise.,वर्तमान बजट और मुद्रा समस्याओं के अलावा एक गहरी यूरोपीय उत्पादकता है।,चालू बजट तथा मुद्रा समस्याओं से कहीं आगे गहरी यूरोपीय उत्पादकता रुग्णता है।
"As a result of ""green"" energy policies imposed by Brussels - code for subsidising French and German energy firms at the consumer's expense - European industry pays twice as much for electricity, and four times as much for gas, as in the United States.","भारत में ""हरियाली"" ऊर्जा नीतिओं के परिणामस्वरूप उपभोक्ता के खर्चों पर फ्रांसीसी और जर्मन ऊर्जा मजबूतीकरण के लिए बनाई गई है - यूरोपीय उद्योग बिजली के लिए दो गुना, और गैस के लिए चार गुना अधिक भुगतान करता है।","उपभोक्ताओं के व्यय पर फ्रांसीसी और जर्मन ऊर्जा फर्मों को छूट प्रदान करने के लिए - ब्रसेल्स द्वारा लगाई गई ""हरित"" ऊर्जा नीतियों के परिणामस्वरूप, यूरोपियन उद्योग संयुक्त राष्ट्र की तुलना में बिजली के लिए दोगुना तथा गैस के लिए चार गुना भुगतान करते हैं।"
"That is a crippling cost disadvantage, as we've already seen at Grangemouth.","यह एक खराब लागत नुकसान है, जैसा कि हमने पहले से ही जी क्रॉस में देखा है।","यह पंगु करने वाला लागत नुकसान है, जिसे हम लोगों ने ग्रैंगेमाउथ में पहले ही देखा है।"
All the wage freezes in the world won't stop the European petrochemicals industry being hammered by cheap US shale gas.,दुनिया में सभी वेतन की बचत से यूरोपीय पालतू जीव उद्योग को आर्थिक रूप से उके जाने से रोक नहीं सकती है।,"दुनिया में सभी वेतन फ़्रीज कर दिया जाना भी, यूरोपीय पेट्रोकेमिकल्स उद्योग को सस्ती यू.एस. शेल गैस द्वारा प्रभावित होने से नहीं बचा सकता।"
"As a result, revolt is brewing, especially in France, once the EU's main cheerleader.","परिणामस्वरूप, विद्रोह जाम है, विशेष रूप से फ्रांस में, एक बार ईयू का मुख्य गांधीर।","परिणामस्वरूप लोगों में विद्रोह की भावना भड़क रही है, खास तौर पर फ्रांस में, जो कभी ई.यू. का प्रमुख प्रशंसक रहा था।"
"After the war, the French political elite saw the EU as a vehicle to keep Germany in check, and to give Paris equal billing in the world with Washington.","युद्ध के बाद, फ्रांस के राजनीतिक नेताओं ने एयू को जर्मनी को चेक में रखने के लिए एक वाहन के रूप में देखा, और दुनिया में वॉशिंगटन के साथ पेरिस बराबर भुगतान करने के लिए।","यूद्ध के पश्चात फ्रांस के शीर्ष राजनीतिज्ञों ने ई.यू. को जर्मनी को नियंत्रित रखने, तथा पेरिस को दुनिया में वांशिगटन के बराबर बिलिंग प्रदान करने के उपाय के रूप में देखा था।"
"But Berlin no longer needs Paris as a passport to political legitimacy and has imposed its own economic policy on Europe, leaving the battered French economy struggling.","लेकिन अब बर्लिन को राजनीतिक आंदोलनों के लिए पासपोर्ट की आवश्यकता नहीं है और यूरोप पर अपनी आर्थिक नीति को लागू किया है, जिसके कारण खराब फ्रांसीसी अर्थव्यवस्था संघर्ष को छोड़ दिया गया है।","लेकिन बर्लिन को अब राजनीतिक वैधता के लिए पासपोर्ट के रूप में पेरिस की आवश्यकता नहीं है, तथा इसने यूरोप पर अपनी खुद की आर्थिक नीतियां लागू की हैं, जिसके कारण फ्रांस की अर्थव्यवस्था डगमगा रही है।"
"Result: Marine Le Pen's right-wing, anti-EU National Front has just won a crucial by-election, knocking the ruling Socialists into third place.","परिणाम: समुद्री ले पेन के दाहिने हिस्से में, विरोधी-एयू राष्ट्रीय अग्रभाग ने अभी-संत्र द्वारा एक महत्वपूर्ण जीत हासिल की है, शासन को तीसरी जगह पर दस्तक दी है।","परिणामः मैरीन ली पेन के दक्षिणपंथी, ई.यू. विरोधी नेशनल फ्रंट ने हाल ही में हुए उपचुनाव में सत्ताधारी सोशलिस्ट को तीसरे स्थान पर धकेलते हुए विजय प्राप्त की है।"
The Front is now the most popular party in France with 24 per cent of the vote - a timely warning to British Labour that they can't assume a split on the right will automatically favour the left.,अग्रभाग अब फ्रांस में सबसे लोकप्रिय पार्टी है जिसमें 24 प्रतिशत से 24 प्रतिशत के साथ - ब्रिटिश लाबॉर के लिए एक समय पर चेतावनी है कि वे बाएं पर एक विभाजित नहीं हो सकते हैं।,"इस समय फ्रांस में फ्रंट 24 प्रतिशत वोट के साथ सबसे लोकप्रिय दल है - यह ब्रिटिश लेबर के लिए यथासमय चेतावनी है कि वे यह मानकर नहीं चल सकते हैं कि बाएं के लिए विघटन, दाएं के लिए स्वतः ही लाभ हेागा।"
"What is Le Pen doing with her newfound popularity among the French white, working class?","फ्रांसीसी सफेद, कामी वर्ग के बीच अपनी नई समृद्धि के साथ ल पेन क्या कर रहा है?","ली पेन फ्रांसीसी गोरों, कामकाजी वर्ग के बीच में अपनी नई मिली प्रसिद्धि के साथ क्या कर रहा है?"
"She wants to use next year's EU elections to create an anti-EU, anti-common currency bloc across the European Parliament.",वह अगली वर्ष की ईयू चुनावों का उपयोग यूरोपीय संसद के पार विरोधी-कक्ष मुद्रा का निर्माण करने के लिए करना चाहता है।,"यह दल अगले वर्ष होने वाले ई.यू. चुनावों का उपयोग यूरोपीय संसद में ई.यू. विरोधी, सर्वनिष्ठ मुद्रा विरोधी गुट बनाना चाहता है।"
"If, as is very possible, anti-EU parties do well in these elections, such a bloc could dominate the European Parliament for the first time.","यदि, जैसा कि बहुत संभव है, इन चुनावों में विरोधी दलों को अच्छी तरह से काम करना है, तो ऐसा एक ब्लू, पहली बार यूरोपीय संसद पर हावी हो सकता है।","यदि, जैसा कि बहुत संभव है, इन चुनावों में ई.यू. विरोधी दल अच्छा प्रदर्शन करते हैं तो इस प्रकार का गुट पहली बार यूरोपीय संसद को प्रभावित कर सकता है।"
Here's my point: sometime soon growing anti-EU and anti-common currency feeling in Europe will coalesce to kill the euro.,यहां मेरा सुझाव है: कुछ समय बाद यूरोप में बढ़ते हुए विरोधी-एयू और वैवाहिक मुद्रा भावना को किप को मारने के लिए मोमबत्ती आएगी।,मेरा दृष्टिकोण यह हैः जल्द ही यूरोप में ई.यू. विरोधी तथा सर्वनिष्ठ मुद्रा विरोधी भावना का संगम यूरो को खत्म कर देगा।
"The EU won't disappear, but it will revert to something more like the loose ""Europe of the (Sovereign) Nations"" favoured by General de Gaulle.","ईयू गायब नहीं होगा, लेकिन यह कुछ और करने के लिए बदल जाएगा जैसे कि ""सृत्‍य"" राष्ट्र के विध्‍य"" द्वारा सम्मानित किया गया है।","यूरो पूरी तरह समाप्त तो नहीं होगा, लेकिन यह फुटकर ""(संप्रभु) राष्ट्रों का यूरोप"" जैसे किसी रूप में वापस पहुंच जाएगा जिसे जनरल डि गॉल का समर्थन होगा।"
Germany and a few of its satellite economies might keep the euro but France and southern Europe will revive their own currencies.,"जर्मनी और इसके कुछ विनियमित संस्थानों में से कुछ को कर सकता है, लेकिन फ्रांस और दक्षिणी यूरोप अपने स्वयं के इलाजों को फिर से जीवित करेगा।","जर्मनी तथा इसकी कुछ अनुचर अर्थव्यवस्थाएं यूरो को बनाए रख सकती है, लेकिन फ्रांस तथा दक्षिणी यूरोप अपनी मुद्राएँ पुनः आरंभ करेंगे।"
"I expect the UK will distance itself from this project, hoping to cosy up to the US.","मैं आशा करता हूं कि यूके, इस परियोजना से दूर रहेगा, जो अमेरिका में कोख की उम्मीद करती है।",मुझे अपेक्षा है कि यू.एस के साथ नजदीकियां बढ़ाने की उम्मीद में यू.के. खुद को इस प्रोजेक्ट से दूर रखेगा।
"However, Washington's growing interest in the Pacific suggests Britain will be left out in the Atlantic cold.","हालांकि, प्रशांत में वॉशिंगटन की बढ़ती ब्याज को ब्रिटेन के सुझावों को पारदर्शी ठंड में छोड़ दिया जाएगा।","तथापि, पैसिफिक में वांशिगटन की बढ़ती हुई रुचि संकेत देती है कि ब्रिटेन को ठंडे अटलांटिक में छोड़ दिया जाएगा।"
Where does this leave Scotland?,यह बाघ को कहां छोड़ देता है?,इन सबसे पश्चात स्कॉटलैंड का क्या होगा?
We can choose to be a region of (essentially) Little England.,हम छोटे इंग्लैंड का एक क्षेत्र चुन सकते हैं।,हम लिटिल इंग्लैंड का क्षेत्र (आवश्यक रूप से) बना रहना चुन सकते हैं।
Or we can defend our own economic interests - which includes telling Berlin and Brussels where to get off.,या हम अपने आर्थिक हितों की रक्षा कर सकते हैं - जिसमें बर्लिन औरब्रोबर को बताना शामिल है जहां से निकलना है।,अथवा हम अपने खुद आर्थिक हितों की रक्षा कर सकते हैं - जिसमें बर्लिन तथा ब्रसेल्स को सही समय पर अलग होने के लिए बताना शामिल है।
I suspect that Scotland could do well inside a looser European arrangement provided we kept our own currency.,"मुझे शक है कि हम अपनी मुद्रा को बनाए रखते थे, जिस व्यवस्था के तहत लंदन एक ढीला यूरोपीय व्यवस्था के अंदर अच्छी तरह से काम कर सकता है।","मुझे लगता है कि स्कॉटलैंड ढीली यूरोपीय व्यवस्था में बेहतर कार्य-निष्पादन कर सकता है, बशर्ते कि हम अपनी खुद की मुद्रा रखें।"
Co-operation with other like-minded countries will be easier in a non-federal Europe of the Nations.,अन्य लोगों के साथ सह-संकृत देशों को राष्ट्र के गैर-फिलल यूरोप में आसानी होगी।,गैर-संघीय राष्ट्रों के यूरोप में अन्य समान सोच वाले देशों के साथ मिलजुलकर काम करना आसान होगा।
Otherwise we should consider emulating Norway and retaining our economic independence.,अन्यथा हमें नृत्‍यीकरण पर विचार करना चाहिए और अपनी आर्थिक स्वतंत्रता को बनाए रखना चाहिए।,अन्यथा हमें नॉरवे के मार्ग पर चलते हुए अपनी आर्थिक स्वतंत्रता बनाए रखने के बारे में विचार करना चाहिए।
"The SNP government in Scotland is - remarkably-- the most successful anti-austerity political movement in Europe, having won a spectacular majority in 2011 on the basis of opposing the cuts proposed (and implemented) by Labour's chancellor Alistair Darling and the subsequent Tory-Lib Dem coalition.","ऑस्ट्रेलिया में एसएनपी सरकार बहुत ही अच्छी तरह से है - यूरोप में सबसे सफल विरोधी राजनीतिक आंदोलन, 2011 में काटों (और लागू किया गया) का विरोध करने के आधार पर अधिकांश लोगों को एक शानदार जीत मिली है।","स्कॉटलैंड में एस.एन.पी. सरकार - उल्लेखननीय रूप से - यूरोप में सबसे सफल मितव्ययिता-विरोधी राजनीतिक अभियान रहा है, जिसने लेबर के चांसलर एलिस्टेयर डार्लिंग  द्वारा प्रस्तावित (तथा क्रियान्वित) कटौतियों का विरोध करने तथा उसके पश्चात टोरी-लिब डेम गठबंधन के आधार पर वर्ष 2011 में आश्चर्यजनक बहुमत जीता था।"
It would be ridiculous now for Scotland to vote for independence only to accept austerity imposed by Berlin and Brussels.,अबसेसे स्वीकृत स्वतंत्रता के लिए कैथोलिक के लिए केवल बर्लिन और ब्रिसल्स द्वारा लगाए गए शासितता को स्वीकार करना अजीब होगा।,"स्कॉटलैंड के लिए इस समय स्वतंत्रता के लिए वोट करना बेतुकी बात होगी, क्योंकि उस स्थिति में इसे बर्लिन और ब्रसेल्स द्वारा लगाए जाने वाले मितव्ययिता के नियम स्वीकार करने होंगे।"
Early puberty: Growing older sooner,प्रारंभिक विकास: जल्दी बढ़ रहा है,समय से पहले यौवनः जल्दी बड़ा होना
"African-American and Hispanic girls tend to reach puberty earlier than their white counterparts, research shows.","अफ्रीकी-अम्‍य और उनकी प्राचीन लड़कियों को उनके सफेद प्रतिरूपों की तुलना में पहले विकास तक पहुंचना पड़ता है, अनुसंधान दिखाता है ।",शोध दर्शाते हैं कि अफ्रीकी-अमेरिकी तथा हिस्पैनिक लड़कियाँ अपनी उम्र की गोरी लड़कियों की तुलना में कम उम्र में यौवन प्राप्त कर लेती हैं।
Physical changes don't mean puberty is imminent,शारीरिक परिवर्तनों का मतलब यथोचितता नहीं है,शारीरिक परिवर्तन का यह अर्थ नहीं है कि यौवन समीप है
There's no evidence that hormones or other chemicals are to blame,कोई प्रमाण नहीं है कि हार्मोन या अन्य रसायनों को दोष दिया जाता है,इस बात के कोई साक्ष्य नहीं हैं कि हॉरमोन अथवा किसी अन्य रसायन को दोष दिया जा सकता है
Experts think the obesity epidemic might be one trigger of early puberty,विशेषज्ञों का मानना है कि महामारी प्रारंभिक विकास का एक कारण हो सकती है,"विशेषज्ञों का मानना है कि स्थूलता प्रकोप, कम आयु में यौवन का एक कारण हो सकता है"
The trend toward early puberty is not as pronounced with boys,प्रारंभिक विकास की प्रवृत्ति लड़कों से संबोधित नहीं है,समय से पहले यौवन का मामला लड़कों में उतना प्रभावी नहीं है
Former CNN correspondent Pat Etheridge is a journalist specializing in children's health and family issues.,पूर्व कोन्‍द्री पटादी बच्चों के स्वास्थ्य और पारिवारिक मुद्दों में एक पत्रकार है।,सी.एन.एन. के भूतपूर्व संवाददाता पैट ईथरिज बच्चों के स्वास्थ्य और पारिवारिक मुद्दों में विशेषज्ञ पत्रकार हैं।
Should a mother be alarmed if her daughter begins to sprout breast buds and pubic hair at 7 or 8?,क्या एक माँ को परेशान होना चाहिए यदि उसकी बेटी 7 या 8 बजे स्तन का पता लगाने लगती है?,"क्या मां को चिंतित होना चाहिए, यदि उसकी बेटी में 7 या 8 वर्ष की आयु में ही स्तनों का विकास तथा जननांग के बाल निकलना आरंभ हो जाएं?"
