English,Hindi,Original
"He awarded the 15 girls who had received training in sewing with a sewing machine, plants and certificates.","उन्होंने उन 15 लड़कियों को आमंत्रित किया जिन्हें एक नृत्‍य मशीन, पौधों और प्रमाणपत्रों के साथ जोड़ने में प्रशिक्षण मिला था ।","उन्होंने सिलाई की ट्रेनिंग प्राप्त कर चुकी 15 लड़कियों को एक एक सिलाई मशीन, पौधे व सर्टिफिकेट दिए।"
"At this time the village of Bhagiwander has 400 congressmen and PPPs, Laleanna has 35 Congressmen and PPPs and the village of Jjal has 71 families following Akali Dal, excluding Congress and PPP members.","इस समय बिहारों के गांव में 400 प्रतिनिधि हैं और बंगाल के किसान हैं, लल्ना के पास 35 कांग्रेस और कर्ल के गांव हैं और ज्‍यल के गांव में अकाली डीएल, कॉन्फ्रेंस और प्रशासनी सदस्यों का अनुसरण किया गया है।","इस दौरान गांव भागीवांदर में 400 कांग्रेसी और पीपीपी, लालेआणा में 35 कांग्रेस और पीपीपी और गांव जल में 71 परिवार कांग्रेस व पीपीपी को छोड़कर शिरोमणि अकाली दल में शामिल हुए।"
"Badal said that the farmers in Punjab are being insulted in the markets due to the standards set by the Centre for procurement, while the Centre has always discriminated against the farmers of the Punjab.","खराबल ने कहा कि पुंजब में किसानों को लाभ के लिए केंद्र द्वारा बनाए गए मानकों के कारण बाजारों में अपमान किया जा रहा है, जबकि केंद्र ने पीएनब के किसानों के खिलाफ हमेशा भेदभाव किया है।","बादल ने कहा कि केंद्र द्वारा धान की खरीद को लेकर निर्धारित किए मापदंडों के कारण पंजाब के किसानों का मंडियों में अपमान हो रहा है, जबकि केंद्र द्वारा हमेशा पंजाब के किसान के साथ पक्षपात किया जाता आ रहा है।"
"Also present with him were DC K.K. Yadav, SSP Ravcharan Singh Barad, ADC D. Sonali Giri, ADC Rajiv Parashar, SDM Shruti Sharma, Talavadi Sabo Area Incharge Balveer Singh, Sarpanch Kulwant Singh Virk along with administrative officers of various departments and Akali leaders.","उसके साथ डीसीसी के. एन.के.के. के. एन.एस.एस.सी.सी.सी.सी.सी., ए.सी.सी. राज्‍यभ्‍य, एसडीएम राज्‍य, स्‍थाव्‍थाव्‍य राज्‍य, पुस्‍च्‍य राज्‍य में पुस्‍तक सिंह सिंह सिंह सिंह और विभिन्न संस्थानों के साथ-साथ किसानों के साथ भी मौजूद थे।","उनके साथ डीसी केके यादव, एसएसपी रवचरन सिंह बराड़, एडीसी डी सोनाली गिरी, एडीसी राजीव पराशर, एसडीएम श्रुति शर्मा, तलवंडी साबो के क्षेत्र इंचार्ज बलवीर सिंह, सरपंच कुलवंत सिंह विर्क के अलावा विभिन्न विभागों के प्रशासनिक अफसर व अकाली नेता उपस्थित थे।"
Due to which the number of cases of violations of the code of conduct are declining.,"इस संबंध में, आचरण के कोड के उल्लंघन की संख्या कम हो रही है।",जिस वजह से आचार संहिता उल्लंघन के मामलों में अब कमी आने लगी है।
"After the implementation of the election code of conduct between October 4th to October 21st, 313 cases were lodged against various political parties.","4 अक्टूबर से 21 अक्टूबर तक के बीच आचरण के चुनाव के कार्यान्वयन के बाद, 313 मामलों को विभिन्न राजनीतिक दलों के खिलाफ रखा गया था।",चार अक्टूबर को चुनाव आचार संहिता लागू होने के बाद से 21 अक्टूबर तक विभिन्न राजनीतिक पार्टियों के खिलाफ 313 मामले दर्ज किए गए थे।
While only 31 cases were registered between October 22nd and October 27th.,जबकि 22 अक्टूबर और 27 अक्टूबर के बीच केवल 31 मामले दर्ज किए गए थे।,वहीं 22 से 27 अक्टूबर तक मात्र 31 मामले दर्ज हुए हैं।
With the implementation of the election code of conduct cases of its violation were also being reported.,इसके उल्लंघन के चुनाव के चुनाव के मामलों के कार्यान्वयन के साथ भी रिपोर्ट की जा रही थी।,चुनाव आचार संहिता लागू होने के साथ इसके उल्लंघन के मामले भी आने लगे थे।
"Initially there were many complaints, but gradually they are becoming fewer.","शुरू में कई शिकायतें थीं, लेकिन धीरे-धीरे वे कम हो रहे थे।","शुरुआती दिनों में ज्यादा शिकायतें आ रही थी, लेकिन आहिस्ता-आहिस्ता इसमें कमी आने लगी है।"
"It is being said that, as no-one had full information about the code of conduct, the number of complaints registered against the political parties was rising.","यह कहा जा रहा है कि न किसी को आचरण के कोड के बारे में पूरी जानकारी नहीं थी, राजनीतिक दलों के खिलाफ पंजीकृत शिकायतों की संख्या बढ़ती जा रही थी।",बताया जा रहा है कि शुरुआती दिनों में आचार संहिता के बारे में पूरी जानकारी नहीं होने की वजह से राजनीतिक पार्टियों के खिलाफ ज्यादा शिकायतें आ रही थीं।
As the election commission made the political parties aware of them and asked them to learn a lesson from the registered complaints the complaints have reduced.,चुनाव के दौरान राजनीतिक दलों ने उनके बारे में अवगत कराया और उन्हें पंजीकृत शिकायतों से सबक सीखने को कहा।,चुनाव आयोग की ओर से राजनीतिक पार्टियों को जागरूक करने तथा दर्ज मामले से सबक लेने की वजह से अब कम शिकायतें आ रही हैं।
"Many parties were campaigning in an old fashioned manner because of a lack of information, but when action was taken against them they stopped doing that.","बहुत से पार्टियों में जानकारी की कमी की वजह से पुरानी तरह से अभियान चलाया जा रहा था, लेकिन जब उनके खिलाफ कार्यवाही की गई, तो उन्होंने ऐसा करना बंद कर दिया।","कई पार्टियों जानकारी के अभाव में पहले की तरह चुनाव प्रचार कर रही थीं, लेकिन जब उनके खिलाफ कार्रवाई हुई तो उन्होंने उस पर रोक लगा दी।"
The political parties are learning about the election code of conduct and are also complying with it.,राजनीतिक पार्टी आचरण के चुनाव के बारे में सीख रही है और इसके साथ भी लागू हो रही है।,राजनीतिक पार्टियां चुनाव आचार संहिता के बारे में जानकारी हासिल करने के साथ इसका पालन कर रही हैं।
Due to this the number of cases of code violation have declined.,इस कारण कोड उल्लंघन के मामलों की संख्या कम हुई है।,इससे इसके उल्लंघन के मामलों में भी कमी आ रही है।
"A proposal concerning this matter has been sent to the government on behalf of ADA, which is soon going to be approved.","इस मामले के बारे में एक प्रस्ताव एडी के पक्ष में भेजा गया है, जो जल्द ही स्वीकृत हो रहा है।","इस संबंध में एडीए की तरफ से शासन को प्रस्ताव भेजा जा चुका है, जिस पर जल्दी ही मुहर लगने जा रही है।"
"This historical city, surrounded on three sides by Ganga-Jamuna has no land left where ADA can plan a big residential project.","इस ऐतिहासिक शहर के तीन पक्षों से घिरा हुआ है, जिसमें कोई देश नहीं बचा है जहां एडी एक बड़े आवास परियोजना की योजना बना सकता है।","तीन तरफ से गंगा-यमुना से घिरे इस ऐतिहासिक शहर में अब ऐसा भूखंड नहीं बचा रह गया, जिस पर एडीए कोई बड़ा आवासीय प्लान कर सके।"
"So now they have decided to plan residential projects beyond Jhunsi in the east, Fafamau in the north, and beyond Naini in the South.","इसलिए अब उन्होंने पूर्वी, उत्तर में एफफ्रा और दक्षिण में नाईटी के पार जंती के अलावा आवास परियोजनाओं की योजना बनाने का निर्णय लिया है।","ऐसे में उसे अब पूरब की तरफ झूंसी से आगे, उत्तर दिशा में फाफामऊ और दक्षिण दिशा में नैनी से आगे की तरफ आवासीय प्लान करने का मंसूबा बना लिया है।"
"To make the plan inclusive a meeting was held under the chairmanship of the District collector, Rajshekhar.","योजना समझौता करने के लिए जिला लेनात, राजकर के अध्यक्ष के अधीन एक बैठक आयोजित की गई थी।",इस प्लान को व्यापक स्वरूप देने के लिए जिलाधिकारी राजशेखर की अध्यक्षता में एक बैठक हुई।
"ADA has plans to include the villages of Phulpur, Soranva, and Kurchhuna, with a population of two hundred citizens.","अंजी ने दो सौ नागरिकों की आबादी के साथ-साथ, सोन्ना, सोन्ना, और कुंगना के गांवों को शामिल करने की योजना बना रखी है।","एडीए ने फूलपुर, सोरांव और करछना के दो सौ राजस्व गांवों को शामिल करने का विचार बनाया है।"
After being included in the ADA boundary the Chaka and Bahadur blocks will be completed.,अडिय सीमा में शामिल होने के बाद चका और कृष्‍यीय ब्लॉक पूरे हो जाएंगे।,एडीए की सीमा में आने के बाद चाका एवं बहादुर ब्लाक समाप्त हो जाएगा।
Half of the Kaudihar block will be brought within the ADA boundary.,आधा कडिशा सीमा के भीतर लाया जाएगा।,वहीं कौड़िहार ब्लाक का आधा क्षेत्र भी एडीए में विलीन हो जाएगा।
"According to Amarnath Upadhyaya, secretary of ADA, a proposal concerning this matter has been sent to the government.","इस मामले के बारे में अमारनाथनाथ के अनुसार, एडिया के सचिव, सरकार को एक प्रस्ताव भेजा गया है।",एडीए के सचिव अमरनाथ उपाध्याय के मुताबिक इस बाबत शासन को प्रस्ताव भेजा जा चुका है।
"ADA wants to bring the boundaries of these grampanchayants under its authorisation for planning, and will begin work on it soon.","अंजी योजना के लिए अपने प्रावधान के तहत इन ग्राम की सीमाओं को लाना चाहता है, और जल्द ही उस पर काम शुरू कर देगा।","इन ग्राम पंचायतों की सीमा को नियोजन के लिए एडीए अपने अधिकार क्षेत्र में लेना चाहता है, जिस पर जल्दी ही काम शुरू हो जाएगा।"
"If that happens, the price of buildings will decline in the city.","अगर ऐसा होता है, तो शहर में इमारतों की कीमत घट जाएगी।",अगर ऐसा हुआ तो शहर में भवनों के चढ़ते दाम में कमी आएगी।
The availability of housing for the general public will be increased.,आम जनता के लिए आवास की उपलब्धता बढ़ जाएगी।,वहीं आम लोगों को आवास की उपलब्धता भी आसानी से होगी।
Soon residential palaces on the lines of Lucknow and Noida will begin to be built in these new areas.,इन नए क्षेत्रों में आगामी मकानों पर जल्द ही आवासीय भवन बनाना शुरू हो जाएगा।,जल्द ही लखनऊ और नोएडा की तर्ज पर इस नए क्षेत्र में आवासीय महल खड़े होने लगेंगे।
"In the Government Medical College and Hospital (GMCH), Sector 32 ENT department head, Prof. Arjun Das of the National Academy of Medical Sciences New Delhi, has been selected for the fellowship.","सरकारी चिकित्सा कॉलेज और अस्पताल (जीएमसीएच) में, चिकित्सा विज्ञान के राष्ट्रीय संस्थान के अध्यक्ष, यू. एस. ए. डी. डी. डी. डी.",गवर्नमेंट मेडिकल कालेज एवं अस्पताल (जीएमसीएच) सेक्टर 32 के ईएनटी विभाग के प्रमुख प्रो. अर्जुन दास को नेशनल एकेडमी ऑफ मेडिकल साइंसिस नई दिल्ली की फेलोशिप के लिए चुना गया है।
"He has received this fellowship for his remarkable work in the field of ear, nose, throat medicine.","उन्हें कान, नाक, गले की दवा के क्षेत्र में अपने उल्लेखनीय कार्य के लिए यह संघ मिला है।","उन्हें कान, नाक, गले के क्षेत्र में उल्लेखनीय काम के लिए यह फेलोशिप मिली है।"
"According to the Director of the Institute, Principal Prof. Atul Sachdeva, he is the second faculty member of the institute to have received the fellowship.","संस्थान के निदेशक, प्रधानमंत्री के अनुसार, आंदू स्‍थान स्‍थाद, वह संघ के द्वितीय क्षमता सदस्य हैं जिसमें साझेदारी प्राप्त हुई है।",संस्थान के डायरेक्टर प्रिंसिपल प्रो. अतुल सचदेवा के मुताबिक वे संस्थान की दूसरी फैकल्टी हैं जिन्हें यह फेलोशिप मिली है।
The human population has exceeded 7 billion.,मानव आबादी 7 अरब से अधिक है।,इंसानों की आबादी 7 अरब का आंकड़ा पार कर चुकी है।
"If the population continues to increase this way, the time will soon come when mustering a morsel for every hungry mouth would be very difficult.","यदि जनसंख्या इस तरह बढ़ती रहेगी, तो जल्द ही वह समय आएगा जब हर भूखा मुंह के लिए एक टुकड़ा इकट्ठा करना बहुत कठिन होगा।","अगर जनसंख्या का बढ़ना इसी तरह जारी रहा तो जल्द ही वह समय आएगा, जब हर भूखे मुंह के लिए निवाला जुटा पाना मुश्किल होगा।"
"According to experts, in the near future people will have no other option but to eat worms and insects.","विशेषज्ञों के अनुसार, निकट भविष्य में लोगों के पास कीड़े और कीड़े खाने के अलावा और कोई विकल्प नहीं होगा।",विशेषज्ञों के मुताबिक निकट भविष्य में इंसानों के पास कीड़े-मकौड़े खाने के अलावा कोई विकल्प नहीं रह जाएगा।
"According to reports, this year a group of students from McGill University in Montreal received the Hult Prize for an innovative project.","रिपोर्ट के अनुसार, इस वर्ष इस वर्ष मैलिपि विश्‍वविद्यालय से छात्रों के एक समूह को एक नई परियोजना के लिए हर्ट पुरस्कार प्राप्त हुआ ।",खबरों के अनुसार मॉन्ट्रियल स्थित मैकगिल यूनिवर्सिटी के छात्रों के एक समूह ने इस साल अनोखे प्रोजेक्ट के लिए हल्ट पुरस्कार जीता था।
They were given the award for making protein flour from worms and insects.,उन्हें कीड़े और कीड़ों से प्रोटीन का आटा बनाने का पुरस्कार दिया गया था।,उन्हें कीड़े-मकौड़ों से प्रोटीन युक्त आटा तैयार करने के लिए यह पुरस्कार दिया गया है।
A $1 million grant was awarded to them to make it possible for them to pursue their research and experiments.,उनके लिए अनुसंधान और प्रयोग का पीछा करना संभव बनाने के लिए $ मिलियन रुपये दिए गए थे।,"बतौर पुरस्कार राशि उन्हें 1 मिलियन डॉलर की सहायता राशि दी गई है, ताकि वे अपने रिसर्च और प्रयोगों को आगे बढ़ा सकें।"
"In an interview with ABC News on September 30th, the Group Chief Student Researcher, Mohammed Ashor, said that his team will experiment with grasshoppers for food.","30 सितंबर, 20 सितंबर को समूह के प्रधान छात्र अनुसंधानकर्ता, अवर ने कहा कि उनकी टीम भोजन के लिए चीनीओं का प्रयोग करेगी।",30 सितंबर को एबीसी न्यूज को दिए गए इंटरव्यू में इस ग्रुप के मुख्य स्टूडेंट रिसर्चर मोहम्मद एशोर ने बताया कि अब उनकी टीम खाद्य पदार्थ के लिए टिड्डे पर एक्सपेरीमेंट करेंगे।
This report has an detailed description of edible worms and insects.,इस रिपोर्ट में खाद्य पदार्थों और कीड़ों का एक विस्तृत विवरण है।,इस रिपोर्ट में खाने योग्य कीड़े-मकौड़ों के बारे में विस्तृत विवरण है।
"Finally, due to the Lok Sabha elections the Gujarat Chief Minister, Narendra Modi, expanded his cabinet on Friday to include 6 new ministers.","अंत में, गुजरात मुख्य मंत्री, नरेन्‍द्र मोदी ने शुक्रवार को 6 नए सेवकों को शामिल करने के लिए अपने टुकड़ा को विस्तार दिया।",लोकसभा चुनाव के चलते आखिरकार गुजरात के मुख्यमंत्री नरेंद्र मोदी ने अपने मंत्रीमंडल का शुक्रवार को विस्तार करते हुए नए 6 मंत्रियों को शामिल कर लिया।
The swearing in ceremony of these leaders was held at Mahatma Mandir in Gandhinagar today.,इन नेताओं की समारोह में आज गांधीगार में महात्मा Mandir में शपथ रखी गई थी।,इन नेताओं की शपथ विधि का कार्यक्रम आज गांधीनगर स्थित महात्मा मंदिर में आयोजित हुआ।
"Governor Kamal Beniwal swore in the newly appointed Jashwant Singh Bhambhor, Dilip Rathore, Chhatrasingh Mori, Jayey Raddiya, Vasanbhai Ahir, and Jayedrathsingh Parmar.","इस नए नियुक्‍त जयंती सिंह, दिसूर राखर, शिविंग मोरा, गुजरातनाई, जांद्रंती, शंखरंती, और गुजरात परोष में राज्यपाल काल ने शपथ खाई।","राज्यपाल कमल बेनीवाल ने नवनियुक्त जशवंत सिंह भांभोर, दिलीप राठोड, छत्रसिंह मोरी, जयेय रादडिया, वासणभाई अहिर और जयद्रथसिंह परमार को शपथ दिलाई।"
"During the swearing in ceremony as well as Chief Minister Modi, BJP senior leaders Amit Shah, Purushottam Rupala and a large number of activists were also present.","समारोह के दौरान मुख्य मंत्री मोदी, बीजेपी मुख्य नेता आम शाह, रकाऊ और बहुत से कार्यकर्ता भी उपस्थित थे।","शपथ विधि के दौरान मुख्मयंत्री मोदी के अलावा बीजेपी के वरिष्ठ नेता अमित शाह, परषोत्तम रूपाला सहित बड़ी संख्या में कार्यकर्ता भी उपस्थित थे।"
In this meeting two state-level cabinet ministers were promoted to include them in the cabinet and a change in the responsibilities of some ministers is expected.,इस बैठक में दो राज्य-स्तरीय मंत्रीों को शामिल करने और कुछ सेवकों की जिम्मेदारियों में परिवर्तन करने के लिए बढ़ावा दिया गया है।,इस बैठक में दो राज्य स्तरीय मंत्रियों को अपग्रेड कर कैबिनेट में शामिल करने और कुछ मंत्रियों की जिम्मेदारियों में बदलाव की भी संभावना है।
"Currently in judicial custody at the Central Jail on charges of sexual abuse of a minor, the student Asaram will spend his Diwali in jail this time.",वर्तमान में केंद्रीय जल में एक छोटी से छोटी के लैंगिक दुर्व्यवहार के आरोपों पर न्यायिक जेल में छात्र आसाराम इस बार जेल में अपनी डायवाती खर्च करेगा।,नाबालिग छात्रा के यौन उत्पीड़न के आरोप में यहां सेंट्रल जेल में न्यायिक हिरासत के तहत बंद आसाराम की इस बार की दिवाली जेल में मनेगी।
"Apart from Jodhpur, Asaram is also a suspect in the case of the rape of a girl in Surat.","जोध्‍यपुर के अलावा, आसाराम को एक लड़की के बलात्कार के मामले में भी संदेह है ।",जोधपुर के अलावा आसाराम सूरत की एक लड़की से दुष्कर्म के मामले में भी आरोपी हैं।
"Meanwhile, his son Narayan Sai is on the run from the police.","इस बीच, उनका बेटा नरेन्‍द्रा पुलिस से भाग रहा है।","वहीं, उनके बेटे नारायण साईं पुलिस से भागते फिर रहे हैं।"
And so now an arrest warrant has been issued for him by the Gujarat police.,और इसलिए अब गुजरात पुलिस द्वारा उनके लिए एक पुलिस द्वारा एक पुलिस जारी की गई है।,और इसीलिए अब उनके खिलाफ गुजरात पुलिस द्वारा गिरफ्तारी वारंट भी जारी कर दिया गया है।
From Ahmedabad a report is also coming in that Asaram's trustees are also slowly breaking away from Asaram.,असम से एक रिपोर्ट भी आ रही है कि आसाराम के संरक्षक भी आसाराम से धीरे-धीरे कट रहे हैं।,अहमदाबाद से यह भी खबर आ रही है कि आसाराम के ट्रस्टियों ने भी अब धीरे-धीरे कर आसाराम से किनारा करना शुरू कर दिया है।
Further action is now also being taken on Asaram's ashrams that have been built illegally or on public land.,अब भी आसाराम के उन शंखों पर काम किया जा रहा है जो गैर-कानूनी या सार्वजनिक भूमि पर निर्मित हुए हैं।,"इसके अलावा अब आसाराम के उन आश्रमों पर भी कार्रवाई हो रही है, जो अवैध रूप से या फिर सरकारी जमीन पर निर्माणित हैं।"
We have already informed you that Asaram is the owner of more than 400 Ashrams.,हमने पहले ही आपको बताया है कि आसाराम 400 से अधिक अश्‍शूर का स्वामी है।,यह तो हम आपको पहले ही बता चुके हैं कि आसाराम 400 से भी अधिक आश्रमों के मालिक हैं।
"Amongst these is one ashram in New Jersey, USA.","इनमें से एक है न्यू जर्सी, अमरीका ।",इनमें एक आश्रम तो अमेरिका के न्यूजर्सी में भी है।
Asaram and his son are accused of various crimes.,आसाराम और उनके बेटे पर विभिन्न अपराधों का आरोप लगाया जाता है।,आसाराम और उनके बेटे पर तरह-तरह के आरोप लग रहे हैं।
"In spite of this, the blind faith of some of their devotees continues.","इसके बावजूद, उनके कुछ उपासकों का अंधविश्‍वास जारी रहता है ।",इस पर भी उनके कई भक्तों की अंधश्रद्धा खत्म ही नहीं हो रही।
"Asaram has a following not only in India, but also equally in America.","आसाराम में न केवल भारत में, बल्कि अमेरिका में भी एक समान रूप से पालन किया गया है।","आसाराम का भारत में ही नहीं, बल्कि अमेरिका में ही उतना भी प्रभुत्व है।"
"Here in India, Asaram is in jail and his devotees are slowly breaking away from him, but this is not at all the case in America.","यहां भारत में, आसाराम जेल में है और उनके उपासक उससे धीरे-धीरे दूर हो रहे हैं, लेकिन यह अमेरिका के मामले में कुछ भी नहीं है।","यहां भारत में आसाराम भले ही जेल में हों और उनसे भक्त दूर होते जा रहे हों, लेकिन अमेरिका में ऐसा बिल्कुल नहीं।"
In the New Jersey ashram even now the devotees continue to come as before and pray to Asaram.,"अब भी न्यू जर्सी अष्टम में, उपासक पहले की तरह ही आते हैं और आसाराम से प्रार्थना करते हैं।",न्यूजर्सी स्थित आश्रम में तो अब भी भक्त पहले की ही तरह आश्रम आकर आसाराम के दर्शन कर रहे हैं।
"John Kerry says US spying has ""reached too far inappropriately"" in unprecedented admission","जॉन ककरी कहते हैं कि अमेरिका के बीच में ""बहुत अनुचित रूप से प्रभावित"" है।""","अनपेक्षित स्वीकारोक्ति में जॉन केरी ने कहा कि यू.एस. जासूसी ""अनुपयुक्त रूप से बहुत आगे चली गई है"""
"John Kerry has indicated a softening of the U.S's defensive stance on its surveillance programmes with an unprecedented admission that on occasions its spying has ""reached too far inappropriately.""","जॉन कायररी ने अपनी निगरानी कार्यक्रमों के माध्यम से आईएसएस की रक्षा को एक नाटकीय मान्यता के साथ व्यक्त करने का संकेत दिया है कि अवसरों पर उनके जासूसों को """"बहुत अनुचित रूप से प्रभावित किया गया है।""","जॉन केरी ने अनपेक्षित रूप यह स्वीकार करने के द्वारा अपने निगरानी कार्यक्रम पर यू.एस. का सुरक्षात्मक रवैया नरम पड़ने का संकेत दिया है कि कभी-कभी इसकी जासूसी ""अनुपयुक्त रूप से बहुत आगे चल जाती है।"""
"The Secretary of State also admitted that he'd been guilty, along with Barack Obama, of being on ""automatic pilot"" as incendiary revelations from whistleblower Edward Snowden about the NSA's spying activities emerged.","राज्य सचिव ने यह भी स्वीकार किया कि वह """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""","राज्य मंत्री ने यह भी स्वीकार किया है कि एन.एस.ए. के जासूसी क्रियाकलापों के सामने आने के बारे में मुखबिर एडवर्ड स्नोडेन की ओर विद्रोहात्मक प्रकटीकरण के रूप में ""स्वचालित पायलट"" पर होने के मामले में बराक ओबामा के साथ वे भी दोषी हैं।"
The leaks have put the US government at the centre of a diplomatic storm with its allies.,छेद ने अमेरिका सरकार को अपने साथियों के साथ एक प्रभावी तूफान के केंद्र पर रखा है।,इस रहस्योद्धाटन ने यू.एस. सरकार को इसके सहयोगी देशों के साथ सम्बन्ध में कूटनीतिक भूचाल ला दिया है।
"Speaking to an open government conference in London via video link, Mr Kerry said: ""There is no question that the President and I and others in government have actually learned of some things that had been happening on an automatic pilot because the ability has been there, going back to World War Two and to the very difficult years of the Cold War, and then, of course, 9/11.""","वीडियो लिंक के माध्यम से लंदन में एक खुली सरकारी सम्मेलन से बात करते हुए, श्री कवररी ने कहा: ""इस बात में कोई संदेह नहीं है कि राष्ट्रपति और सरकार में मैं और अन्य लोगों ने वास्तव में कुछ चीजें सीख ली हैं जो एक स्वचालित पायलट पर हो रही थीं क्योंकि क्षमता वहां थी, विश्व युद्ध में वापस जा रही है, और फिर युद्ध के कठिन वर्षों तक, 911. ""","लंदन में मुक्त सरकार सम्मेलन में वीडियो लिंक के माध्यम से बोलते हुए श्री केरी ने कहाः ""इसमें कोई प्रश्न नहीं है कि राष्ट्रपति, मुझे, तथा सरकार में अन्य लोगों को ऑटोमैटिक पायलट के साथ होने वाली कुछ बातों के बारे में वास्तव में पता था, क्योंकि वापस देखें तो द्वितीय विश्व युद्ध, तथा शीत युद्ध के कठिनाईपूर्ण वर्षों, तथा फिर, निश्चित रूप से 9/11 में इसकी क्षमता थी।"
"He then became the first high-ranking member of the U.S government to admit that US spying had crossed the line, but emphasised that no one's rights had been abused.","वह तब अमेरिका सरकार के पहले उच्च स्तर का सदस्य बन गया, ताकि यह मान सके कि अमेरिका के जासूस ने रेखा पार की थी, लेकिन इस बात पर जोर दिया कि किसी के अधिकारों का दुरुपयोग नहीं किया गया था।","वे यू.एस. सरकार के पहले उच्च श्रेणी के सदस्य बन गए हैं, जिन्होंने यह बात स्वीकार की है कि यू.एस. जासूसी ने अपनी सीमा लांघी है, लेकिन इस बात पर जोर दिया है कि किसी के अधिकारों का दुरुपयोग नहीं किया गया।"
"He said: ""In some cases, it has reached too far inappropriately.""","उन्होंने कहा, ""कुछ मामलों में यह बहुत अनुचित रूप से पहुंच गया है।""","उन्होंने कहा किः ""कुछ मामलों में, यह अनुपयुक्त रूप से बहुत आगे चली गई है।"""
And the President is determined to try to clarify and make clear for people and is now doing a thorough review in order that nobody will have the sense of abuse.,और राष्ट्रपति ने लोगों को स्पष्ट करने और स्पष्ट बनाने की कोशिश करने का संकल्प किया है और अब एक पूरी तरह से समीक्षा कर रहा है ताकि किसी को भी दुर्व्यवहार का एहसास न हो।,तथा राष्ट्रपति लोगों के लिए यह स्पष्ट करने का प्रयास करने के लिए दृढ़ संकल्पित हैं तथा अभी गहन समीक्षा कर रहे हैं ताकि किसी भी व्यक्ति में दुरुपयोग का भाव न आए।
I assure you innocent people are not being abused in this process.,मैं आपको विश्वास दिलाता हूं कि इस प्रक्रिया में निर्दोष लोगों का दुरुपयोग नहीं किया जा रहा है।,मैं आपको भरोसा दिलाता हूँ कि इस प्रक्रिया में बेगुनाह लोगों के साथ कुछ गलत नहीं हो रहा।
"Mr Kerry insisted, however, that the NSA was a force for good and that its surveillance operations had saved many lives.",श्री कवररी ने जोर देकर कहा कि एनएसएसए भलाई के लिए एक बल था और इसकी निगरानी के संचालन ने कई लोगों को बचाया था।,"श्री केरी ने इस बात पर जोर दिया कि तथापि, एन.एस.ए. अच्छे उद्देश्य के लिए प्रयासरत थी, तथा इसके निगरानी कार्य ने बहुत से लोगों का जीवन बचाया है।"
"He added: ""We're dealing in a new world where people are willing to blow themselves up.""","उन्होंने कहा: ""हम एक नई दुनिया में काम कर रहे हैं, जहां लोग अपने आप को उड़ाने के लिए तैयार हैं।""","आगे उन्होंने बताया किः ""हम ऐसी दुनिया का सामना कर रहे हैं, जहां लोग खुद को उड़ाने के लिए तैयार हैं।"""
